Name,Gender,Favorite Color,Favorite Flavor,Food Finickiness,Signature Moves,External Texture List,Palette,Breed Face,GUID,Breed Personality,Owner Name,Adoption Date,Generations,Gender,Blood Status,Ancestors,Full Tree,Tree Trimmed,Inbred %,Generations Stored in Tree,Mom,Dad,Profile Comment,Liveliness Center,Liveliness Range,Playfulness Center,Playfulness Range,Independence Center,Independence Range,Confidence Center,Confidence Range,Naughtiness Center,Naughtiness Range,Acrobaticness Center,Acrobaticness Range,Patience Center,Patience Range,Kindness Center,Kindness Range,Nurturing Center,Nurturing Range,Finickiness Center,Finickiness Range,Intelligence Center,Intelligence Range,Messiness Center,Messiness Range,Quirkiness Center,Quirkiness Range,Insanity Center,Insanity Range,Constitution Center,Constitution Range,Metabolism Center,Metabolism Range,Dogginess Center,Dogginess Range,LoveDestiny Center,LoveDestiny Range,Fertility Center,Fertility Range,LoveLoyalty Center,LoveLoyalty Range,Libido Center,Libido Range,OffspringSex Center,OffspringSex Range,Is Neutered?,With Child?,Is Pregnant?
Malted Milk,Male,yellow,beef; fish,No food finickiness,01; 23,(5) \resource\textures\autumnalfunfetti14.bmp | \resource\textures\autumnalfunfetti17.bmp | \resource\textures\autumnalfunfetti16.bmp | \resource\textures\autumnalfunfetti11.bmp | \resource\textures\autumnalfunfetti13.bmp,None,Siamese,1f2dbabf-76ffe846-81ee1c78-899c20ce,Siamese,percy@smeuse,10/18/2024 1:3:44 pm,810,Male,Mixed Breed,318,false,true,38.9937106918239,9,Hippophae,Sparrowhawk,"thank you very much for adopting! //  // you're very welcome to rename, swap gender, brex etc. as desired. if at any time you no longer want your pet, feel free to return to smeuses@gmail.com, mpa, or delete as a last resort. if showing, please include smeuse's in the prefix. //  // most importantly, enjoy! :3",7,41,85,17,13,24,58,22,4,39,85,37,45,15,99,23,94,43,11,20,60,8,5,33,6,12,0,29,65,24,63,25,90,35,1,0,100,20,0,10,68,8,50,25,Not spayed/neutered,None,Not pregnant
Meme,Female,blue,chicken; milk; catnip,No food finickiness,01; 14,(5) \art\textures\stripe3.bmp | \resource\textures\tabbyplus\blktab23.bmp | \resource\textures\tabbyplus\blktab17.bmp | \resource\textures\tabbyplus\blktab11.bmp | \resource\textures\tabbyplus\blktab13.bmp,None,Russian Blue,2df2f5cf-303204b-b94f3f82-6a4d2b68,Tabby,Celia @ FH,3/5/2024 3:27:43 am,808,Female,Mixed Breed,11646,false,true,99.9656534432423,16,Tiger23,Tiger18,"https://petz.filthyhippie.net/ //  // - Once it's yours, it's yours. // - For hexies you may look at code/tweak/etc to your liking. If you change eye colors let me know so I can update my archive. // - MPA, gift to someone, or return to purpleisfood@gmail.com //  // xx Celia",8,44,30,6,6,5,70,4,5,41,16,33,87,39,83,37,88,1,7,16,100,24,15,25,0,42,0,38,83,34,97,38,0,14,1,0,100,31,0,21,66,17,50,7,Not spayed/neutered,None,Not pregnant
Mocha,Male,green; yellow,beef; milk,No food finickiness,1,None,None,Tabby,51d66a-3aff4248-baca8f9c-df27d855,Tabby,Jessica,3/10/2022 2:16:50 am,375,Male,Mixed Breed,3500,false,true,56,17,Fell,Carnegie,,87,28,15,20,13,24,98,20,75,7,82,12,80,29,43,29,88,31,9,4,44,10,19,34,0,35,0,23,84,23,93,13,0,15,1,0,100,12,0,30,51,6,50,28,Not spayed/neutered,None,Not pregnant
Moises,Male,red; yellow,turkey; bone,No food finickiness,01; 19,(6) \resource\catz\stripe\stripe14_black.bmp | \resource\catz\stripe\leopard_black.bmp | \resource\catz\stripe\stripe17_black.bmp | \resource\catz\stripe\stripe16_black.bmp | \resource\catz\stripe\stripe11_black.bmp | \resource\catz\stripe\stripe13_black.bmp,None,Russian Blue,a2ead56-2d3344d-85aac092-b6d77f,Egyptian Mau,Nebula @ Poppy Hill,10/1/2025 1:39:26 pm,816,Male,Mixed Breed,318,false,true,22.3270440251572,9,Damietta,Conifer,"SGCh Cargo/Calluna's Pope in the Mosque  Damietta x UGCh Smeuse/Calluna's Boots with the Conifer Conifer //  // Dam: P250905115 // Sire: P250905107 //  // + no reselling or mpa'ing please! if no longer wanted, return to me or delete // + prefix poppyhill('s) for dogz, calluna('s) for catz // + free to sex change/brex bred petz unless stated otherwise // +  for hexies: please no touching code/rehexing, minus changing texture pathways.  //  // enjoy your new pet! ~ //  // x nebula @ poppy hill",93,34,90,20,9,26,83,11,46,24,91,25,87,41,86,26,98,36,19,15,47,22,5,18,6,23,0,27,56,2,70,42,0,38,1,0,100,27,0,47,54,37,50,26,Not spayed/neutered,None,Not pregnant
Morgause,Male,red; yellow,fish; cheese,No food finickiness,1,None,None,Tabby,637de68e-4446814a-81b16cc7-b3123971,Tabby,Beff @ Krunchez,11/13/2025 6:10:26 am,811,Male,Mixed Breed,2864,false,true,76.9553072625698,16,Ginnie,Portrait,"Bred by Beff @ Krunchez, aka Bethany. If you have any questions about overwrites used, you can contact me on Discord or at krunchez@gmail.com. //  // This pet is yours to do with as you like. Enjoy! //  // OWs used: // Cargo Bicolor BWS // Hollow Kingdom Subtle Textures Alley // Hollow Kingdom Orange Shorthair // Cargo Leopard Tabby colors // Toto Halfie Calico // Sharon Spotty RB",92,27,95,27,5,32,85,21,12,21,96,23,91,20,92,39,95,24,9,22,64,35,14,8,3,41,0,19,49,27,98,20,0,20,1,0,100,37,0,44,40,15,50,25,Not spayed/neutered,None,Not pregnant
Neem,Female,red,turkey,No food finickiness,1,None,None,B+W Shorthair,99b26380-1614ea45-93da4ae-5954b2c1,Tabby,Angora,10/23/2024 2:55:3 pm,813,Female,Mixed Breed,82044,false,true,95.256203988104,36,Easel,Gold Cashew,,86,2,46,31,15,35,90,27,85,33,52,24,48,39,43,48,87,26,14,31,55,28,9,26,0,22,0,33,42,18,92,26,100,12,1,0,100,31,0,28,59,24,50,13,Not spayed/neutered,None,Not pregnant
Niner,Male,green; yellow,chicken; fish; soft; water,No food finickiness,1,None,None,Siamese,7a38db25-69529143-9419e5d6-1fc7821e,Persian,Lilibet,10/29/2024 9:37:5 pm,718,Male,Mixed Breed,2618,false,true,90.8326967150497,16,Rowan,Nori,"bred by lilibet, ow-free.",27,33,2,23,16,15,49,16,2,27,83,27,88,20,97,16,93,26,7,7,100,21,3,33,0,27,0,12,11,36,87,17,0,16,1,0,100,26,0,24,57,2,50,41,Not spayed/neutered,None,Not pregnant
Nutmeg,Female,red; yellow,chicken; fish,No food finickiness,1,None,None,Orange Shorthair,ec6dd85-0ed9e4a-a88ef4c5-f177e9ea,Orange Shorthair,Dew,11/5/2025 3:2:21 am,513,Female,Mixed Breed,958,false,true,71.0855949895616,11,Cosmos - Copy,Wishes,"Hello! Thank you for adopting :) //  // You may MPA, brex, mess with codes, etc. // Please do not claim this work as your own :) // And if you need to send it somewhere and don't want to MPA, you may always return it to Dew @ mntndewluver@gmail.com",95,38,93,19,6,23,96,18,9,11,95,22,49,30,20,14,85,19,3,23,50,33,2,34,0,16,0,23,42,10,88,32,100,30,1,0,100,41,0,15,33,26,50,12,Not spayed/neutered,None,Not pregnant
Nuzzles,Male,green; yellow,chicken; turkey; milk; catnip; soft,Dislikes only cheese,1,None,None,Orange Shorthair,7fd3e4eb-c7eef42-89246d2e-f261d4,Orange Shorthair,gyiyg,4/16/2021 5:44:9 am,9,Male,Mixed Breed,60,false,false,0,9,Nougat,Okie,,86,32,92,3,53,29,81,16,8,40,95,46,50,23,92,24,89,27,8,13,42,21,4,32,14,28,49,38,36,18,62,24,0,19,1,0,100,4,0,26,36,48,50,25,Not spayed/neutered,None,Not pregnant
NYFW,Female,red; blue,turkey; milk,No food finickiness,1,(5) \resource\catz\stripe\stripe14_black.bmp | \resource\catz\stripe\stripe17_black.bmp | \resource\catz\stripe\stripe16_black.bmp | \resource\catz\stripe\stripe11_black.bmp | \resource\catz\stripe\stripe13_black.bmp,None,Alley Cat,71de2f8-4bb1d444-a0c6e844-376f763f,Persian,Tea,6/26/2025 6:13:50 pm,802,Female,Mixed Breed,47364,false,true,96.3199898657208,43,Clara,Belinda,,91,9,86,43,7,26,91,14,98,4,86,9,53,8,45,11,94,44,9,27,52,17,10,3,0,0,0,11,76,26,76,32,100,24,1,0,100,15,0,16,31,26,50,9,Not spayed/neutered,None,Not pregnant
Ox,Female,red; green,chicken; turkey; soft; water,Only likes 1 flavor,01; 04,None,None,B+W Shorthair,8bcc606f-6e96bf44-b5ac8f7-32aeaf3d,B+W Shorthair,Pinto@Moon Lake,11/22/2023 9:21:46 am,560,Female,Mixed Breed,952,false,true,66.7016806722689,11,Tracy,Bowie,,67,20,55,16,84,12,90,18,89,18,100,27,97,32,5,28,21,15,4,11,95,41,2,27,0,27,0,25,40,30,63,14,0,31,1,0,100,21,0,20,42,29,50,6,Not spayed/neutered,None,Not pregnant
Pale Shelter,Male,yellow; blue,milk; cheese; soft; water,No food finickiness,1,None,None,B+W Shorthair,eec63f51-f009f4b-aa665088-e7f6d52d,Persian,Tea,11/13/2024 12:56:48 am,802,Male,Mixed Breed,634,false,true,57.4132492113565,10,Belinda,Sanrio,,82,24,84,43,7,26,95,14,42,4,81,9,32,8,9,13,86,26,8,41,65,16,4,5,0,30,0,44,61,26,63,13,45,27,1,0,100,32,0,16,42,25,50,42,Not spayed/neutered,None,Not pregnant
Pancake,Male,red; green,chicken; fish; soft; water,No food finickiness,01; 03,None,None,B+W Shorthair,975584b2-bc96ca49-b8363dff-bce88896,Alley Cat,Beff @ Krunchez,8/19/2025 9:47:50 pm,397,Male,Mixed Breed,5972,false,true,79.0187541862023,22,Haven,Cloak,"Bred by Beff @ Krunchez, aka Bethany. If you have any questions about overwrites used, you can contact me on Discord or at krunchez@gmail.com. //  // This pet is yours to do with as you like. Enjoy! //  // OWs used: // Dahlia's Mutt Alley // Sharon's Dali-spot RB // Cargo Smoke & Tabby MC // Cargo Mutating Patchy Calico // Cargo Bicolor BWS // Nena Pit-ear Persian",79,40,52,18,84,47,46,8,3,38,19,25,19,22,91,31,89,19,7,20,63,31,2,23,2,35,0,45,61,16,11,5,1,33,1,0,100,24,0,18,99,39,50,17,Not spayed/neutered,None,Not pregnant
Peanut,Male,black; blue,fish; cheese,No food finickiness,01; 04,None,None,Chinchilla Persian,d07524d8-c57e447-85426c-5f184626,Russian Blue,Bird,8/5/2024 12:29:48 pm,4,Male,Mixed Breed,14,false,false,0,4,Supper,Soufl�,,69,15,93,22,7,28,46,16,14,7,99,27,80,16,100,20,95,9,6,15,47,22,5,32,0,27,0,26,62,13,52,39,0,15,1,0,100,32,0,33,58,33,50,17,Not spayed/neutered,None,Not pregnant
Pepernoten,Male,green; yellow,fish; milk; catnip,Dislikes only cheese,1,None,None,Maine Coon,5bca472-1bab5e4d-9140b67b-bd157352,Orange Shorthair,Elizabeth,11/19/2023 10:20:35 pm,651,Male,Mixed Breed,3786,false,true,72.5832012678288,19,Ginger,Soren,,85,6,80,18,9,39,90,28,42,12,92,3,17,27,18,15,86,27,11,26,49,45,10,17,0,34,74,31,94,18,96,24,0,27,1,0,100,9,0,28,44,27,50,39,Not spayed/neutered,None,Not pregnant
picassocatz (5),Female,red,fish; milk; catnip,Dislikes only cheese,2,(7) \Resource\Catz\brown5.bmp | \Resource\catz\cbrinlh50.bmp | \Resource\Catz\LWHTabbyBrClassic.bmp | \Resource\catz\dontstarve36.bmp | \Resource\catz\plush384.bmp | \Resource\catz\cali2brown.bmp | \Resource\catz\cbrinlh50.bmp,None,Siamese,4322fc9-7333b44c-b8c11e24-f2aafc67,Calico,Dew,11/3/2025 11:46:13 pm,486,Female,Mixed Breed,6980,false,true,97.5214899713467,19,Ontario,Spiral,"Hello! Thank you for adopting :) //  // You may MPA, brex, mess with codes, etc. // Please do not claim this work as your own :) // And if you need to send it somewhere and don't want to MPA, you may always return it to Dew @ mntndewluver@gmail.com",86,26,0,6,93,22,97,0,54,37,49,28,52,25,100,26,52,25,12,9,59,17,3,13,0,49,0,46,48,12,85,30,0,15,1,0,100,48,0,23,53,36,50,20,Not spayed/neutered,None,Not pregnant
Pikachu,Female,green; blue,chicken; soft,No food finickiness,1,None,None,Maine Coon,89df10cf-feec4645-8d32cde6-e4cf25fc,Anisd Toybob,Prism,4/26/2023 8:40:28 pm,2,Female,Mixed Breed,2,true,false,0,2,Kroshka,Twinkle,,34,43,12,11,16,27,83,16,8,14,37,14,82,32,98,7,83,14,2,7,100,21,5,41,5,27,29,25,54,22,82,22,0,25,1,0,100,21,0,36,39,4,50,20,Not spayed/neutered,None,Not pregnant
Pirate Bay,Female,yellow,cheese; soft; water,No food finickiness,19,None,None,B+W Shorthair,9e998b2d-5f79ce46-9d38f5aa-fb22c7be,B+W Shorthair,Tea,7/4/2024 5:9:34 pm,1,Female,Purebred,0,true,false,0,1,None,None,,92,21,11,23,92,16,100,23,1,23,100,33,17,32,11,15,90,12,9,40,46,23,16,32,0,41,0,32,99,32,92,26,0,21,1,0,100,46,0,12,38,38,50,21,Not spayed/neutered,None,Not pregnant
Plash,Female,red; green,fish,No food finickiness,1,(6) \resource\catz\mainecoon\mainestripe13.bmp | \resource\catz\mainecoon\mainestripe11.bmp | \resource\catz\mainecoon\maine13.bmp | \resource\catz\mainecoon\mainestripe16.bmp | \resource\catz\mainecoon\maine16.bmp | \resource\catz\mainecoon\mainestripe14.bmp,None,Orange Shorthair,94cc1463-22333f4a-84d1f417-1b7db59,Orange Shorthair,percy@smeuse,12/4/2025 11:30:24 pm,816,Female,Mixed Breed,314,false,true,27.7070063694268,9,Cowrie,Lycaena,"thank you very much for adopting! //  // you're very welcome to rename, swap gender, brex etc. as desired. if at any time you no longer want your pet, feel free to return to smeuses@gmail.com, mpa, or delete as a last resort. if showing, please include smeuse's in the prefix. //  // most importantly, enjoy! :3",93,12,83,33,12,34,89,21,41,14,90,46,89,27,43,21,82,22,12,5,36,21,11,18,0,47,0,27,68,8,75,24,100,16,1,0,100,14,0,20,43,36,50,8,Not spayed/neutered,None,Not pregnant
Pluto,Male,green; yellow,turkey; cheese,No food finickiness,1,None,None,Tabby,d0a2688-ba61f84a-89852015-981e91be,Tabby,Lis,5/7/2023 7:5:49 pm,3,Male,Mixed Breed,6,false,false,0,3,Cassie,Wallace,,97,27,43,23,50,22,89,17,18,19,100,7,94,29,84,13,89,16,11,2,30,24,8,27,0,34,0,26,50,30,54,18,0,10,1,0,100,15,0,18,53,22,50,23,Not spayed/neutered,None,Not pregnant
Polly,Female,red,fish; milk,Dislikes only cheese,01; 13,None,None,Maine Coon,368b437c-d82efd4c-97d0b233-84211a5d,Persian,mouse,6/23/2025 3:44:23 am,581,Female,Mixed Breed,312,false,true,54.1666666666667,9,Willow,Ochre,,80,44,92,35,12,14,84,12,96,23,92,10,97,16,86,23,82,15,7,12,31,28,12,46,0,33,0,25,55,12,39,29,50,15,1,0,100,30,0,33,81,41,50,36,Not spayed/neutered,None,Not pregnant
Pooofkins,Female,yellow,chicken,No food finickiness,01; 06,None,None,Chinchilla Persian,f59a619b-a07bbf41-8c7a57d5-a8fe448f,Chinchilla Persian,Unique Petz,4/20/2021 9:4:46 pm,675,Female,Mixed Breed,314,false,true,73.8853503184713,9,Floofkins,Ssspidery,,83,31,93,50,10,32,93,26,11,19,0,19,81,7,91,35,86,28,18,4,52,26,15,29,50,20,53,28,35,20,93,44,0,16,1,0,100,18,0,6,31,6,50,15,Not spayed/neutered,None,Not pregnant
Pouncer30,Male,red,beef; milk; catnip,No food finickiness,01; 09,None,None,B+W Shorthair,b51db0af-1fc53741-bcf47429-495efcf,B+W Shorthair,PearFlower,7/26/2024 3:36:2 am,586,Male,Mixed Breed,790,false,true,43.0379746835443,11,Nori,Spaceman,,83,24,52,39,4,31,100,33,13,33,89,13,11,33,10,32,88,29,9,26,60,26,6,35,0,31,0,21,57,24,54,26,100,30,1,0,100,19,0,40,46,21,50,12,Not spayed/neutered,None,Not pregnant
Pudding,Male,green; blue,fish; soft; water,No food finickiness,01; 23,None,None,Maine Coon,694dab4b-f8da104f-b6e82d60-a7df35ea,Desert Lynx,Becca@Sungraze,4/10/2025 7:6:2 pm,825,Male,Mixed Breed,25238,false,true,99.5879229732942,31,Lil  Frankie,Lurena,"Thank you for adopting! If you have any furfile/OW/misc questions, feel free to email me at sungrazepeak@yahoo.com or send me a discord message @boglash. //  // My prefix is 'Sungraze' if you want to use it, but it's not necessary. No rules! Do whatever you want with this pet. Though I would absolutely love if this pet was bred to spread the Petz love <3 //  // Check out my website for my crew and more adoptions!  //  // https://sungrazepeak.neocities.org/ //  // OWs used for this pet are: //  // ",75,0,19,16,20,34,87,12,8,49,92,19,48,26,80,23,97,10,9,26,33,29,3,34,0,48,0,28,42,4,90,26,0,40,1,0,100,30,0,49,70,23,50,35,Not spayed/neutered,None,Not pregnant
Puppy,Male,red; yellow,fish; turkey,Only likes 1 flavor,1,None,None,B+W Shorthair,7c12734b-3cb5ef46-8d691b9-8ade6fac,Persian,Nena @ Amenity,11/7/2023 12:36:15 am,778,Male,Mixed Breed,2222,false,true,99.8649864986499,13,Cantelope,Jack,Thank you for adopting from Nena @ Amenity! //  // RULES //  // - Keep Amenity in the show prefix //  // - Do not put up for download or resell on PUGS. //  // - Brexing is fine. //  // If you no longer want feel free to send back to xo.amenity@gmail.com //  // Thanks Again! // Nena //  // Amenity: http://petz.fyrefly.org // Vanity: http://vanity.fyrefly.org //  // ,91,29,50,7,17,27,86,27,0,38,84,35,83,1,2,11,95,23,9,11,69,1,15,38,0,35,0,39,15,22,11,10,0,23,1,0,100,11,0,35,54,33,50,34,Not spayed/neutered,None,Not pregnant
Red_Hotz,Female,red,fish,No food finickiness,1,None,None,Maine Coon,3ef18a40-c5ca7149-bf6bc380-43362a9,Calico,taie @ vanilla,11/21/2025 8:30:39 am,467,Female,Mixed Breed,18184,false,true,92.031456225253,33,Beatrice,Apple,"thanks for adopting from taie @ vanilla petz! //  // just a few things: // - please keep Vanilla's in the prefix // - preferred if you return or MPA, please. you may delete, but please don't resell. //  // contact: // taieatvanilla on disc // taieatvanilla@gmail.com",11,42,75,33,5,27,7,34,7,30,52,39,96,10,85,21,83,36,7,17,33,22,12,20,0,19,0,28,50,28,32,14,0,30,1,0,100,39,0,40,58,38,50,22,Not spayed/neutered,None,Not pregnant
Rippersnapper,Male,yellow,turkey; milk; catnip,Only likes 1 flavor,1,None,helenpetz,Orange Shorthair,c530be24-b3c53043-9eb03b55-e361ca23,Orange Shorthair,Tea,10/18/2024 6:22:34 am,1,Male,Purebred,0,true,false,0,1,None,None,,89,43,80,18,9,43,3,16,2,30,5,32,100,25,95,12,84,35,16,2,35,32,20,32,0,23,0,30,15,41,82,33,0,22,1,0,100,22,0,15,51,33,50,10,Not spayed/neutered,None,Not pregnant
Sally,Female,red; green,turkey; cheese; soft; water,No food finickiness,1,None,None,B+W Shorthair,20fcd982-6bded64a-bea0f38a-c0798996,B+W Shorthair,Kris@Tanglewood,11/6/2024 9:39:53 pm,6,Female,Purebred,62,false,false,0,6,Jolly Roger,Spoon,"Thank you for adopting a pet from me! I'm Kristina (EntwinedLove) of Tanglewood. Rules for adoption are quite simple: Once the pet is yours, it's yours. Except please don't resell (like on Pet Bazaar.) If you show, please use Tangled as a prefix!",85,27,5,13,83,41,100,29,10,30,89,17,11,13,8,10,90,14,20,15,45,29,14,18,10,17,0,18,89,36,88,19,0,24,1,0,100,19,0,29,41,22,50,30,Not spayed/neutered,None,Not pregnant
Satisfied,Male,red; blue,chicken; turkey; soft; water,No food finickiness,1,None,None,Orange Shorthair,58b0481-21bd344-a8f5c443-da36a0ef,Orange Shorthair,Wrenn@Chimes,8/22/2024 4:5:34 am,23,Male,Mixed Breed,418,false,true,75.5980861244019,11,Flannel,Ruddy,"Thanks for adopting!  //  // ----------------------- //  // My rules are: //  // - Renaming, gender-swapping, and brexing is okay // - If no longer wanted, MPA or returning is preferred but I don't mind deletion // - Playdates are okay //  // ----------------------- //  // Email: Gorbash12345@Gmail.com // Discord: cherryspot // Showing Prefix: Wrenn/Wrenn's",63,31,81,35,54,31,94,42,11,15,8,28,61,14,81,24,92,17,16,29,100,21,15,39,0,34,0,0,33,46,55,38,0,26,1,0,100,13,0,33,34,30,50,21,Not spayed/neutered,None,Not pregnant
Scaredy11,Male,green; yellow,fish; milk; catnip,No food finickiness,1,None,None,Orange Shorthair,f6a92da9-879d6e46-a638dec8-451a319,Orange Shorthair,Megan@Xoops,5/10/2025 1:27:31 am,777,Male,Mixed Breed,29442,false,true,95.2075266625909,32,Shellstrop,Santal,"-Do not alter or copy the coding, or claim as your own. Rerouting textures is fine. // -No redistributing, reselling, or file-sharing. // -Keep Xoops in the prefix for hexed petz if you plan to show. // -Do not MPA or delete - please return to me at xoops@fantazzled.com if you no longer want this pet. //  // Thank you! //  // -Megan @ Oasis & Xoops // http://www.oasis.fantazzled.com/ // http://www.xoops.fantazzled.com/ // http://www.shanty.fantazzled.com/",98,26,51,40,7,36,98,13,11,40,90,31,83,34,96,37,84,19,14,20,46,41,10,30,0,48,0,14,35,36,31,43,0,45,1,0,100,24,0,25,36,25,50,39,Not spayed/neutered,None,Not pregnant
Sixx,Male,red; green,chicken; beef; catnip,17Not naturally occurring value.,01; 02,(2) \resource\textures\Heavy353.bmp | \resource\textures\LWHPatches35C.bmp,None,Siamese,56257021-7dbf304b-8ff3c7a1-8e896148,Siamese,Testarossa,8/5/2024 9:9:18 pm,574,Male,Mixed Breed,6136,false,true,94.3448500651891,17,Dropkick,Aries,,76,12,18,28,90,29,90,17,1,12,97,19,100,35,15,32,45,24,40,8,100,44,11,23,0,25,0,30,58,30,47,25,50,33,1,0,100,15,0,24,39,26,50,44,Not spayed/neutered,None,Not pregnant
Sleepover,Female,green; yellow,turkey; milk; soft,Dislikes only cheese,01; 17,None,None,Chinchilla Persian,5c32be0-3e6e7841-846c88ce-fe5c821,Chinchilla Persian,Buck@Medusa,7/28/2024 7:38:54 pm,581,Female,Mixed Breed,16756,false,true,99.086894246837,27,Confetti,Bugati,"Thank you for adopting from Buck@Medusa! //  // ++++++++RULES++++++++ //  // 1. Keep Medusa in the showname if you show // 2. You may brex and/or make any changes that you like // 3. Please MPA, return or delete if you no longer want // 4. Do not put up for sale anywhere //  // +++++++++++++++++++++",91,24,82,35,13,23,65,15,15,31,46,17,74,9,92,10,89,21,14,23,53,27,14,7,0,49,86,24,53,27,93,27,0,49,1,0,100,29,0,12,62,19,50,32,Not spayed/neutered,None,Not pregnant
Snowball10,Male,green; yellow,fish; turkey; soft,No food finickiness,1,None,None,Chinchilla Persian,c7f39d5-e953c44e-9c97baed-25d41cce,Chinchilla Persian,skissors,8/20/2025 2:12:15 am,497,Male,Mixed Breed,15854,false,true,90.9108111517598,36,Puffkin,Nimby,,40,43,89,34,13,23,76,15,17,23,93,26,86,13,92,16,97,18,18,29,31,47,10,33,0,34,0,40,57,23,87,20,82,30,1,0,100,25,0,3,43,28,50,44,Not spayed/neutered,None,Not pregnant
Snowball101,Male,green; yellow,chicken; soft,Only likes 1 flavor,1,None,None,Chinchilla Persian,4d86f7e0-e0814947-bdf2f2f3-32d7ed,Chinchilla Persian,Bunni @ Funfetti,8/6/2024 3:18:7 pm,365,Male,Mixed Breed,542,false,true,99.6309963099631,10,Dock,Camper,,100,28,99,31,17,14,92,30,2,24,83,41,85,11,84,46,87,5,12,24,68,49,14,7,0,49,86,24,34,21,38,27,0,30,1,0,100,34,0,8,51,36,50,49,Not spayed/neutered,None,Not pregnant
Snowball12,Male,black; red,beef; fish; catnip,Dislikes only cheese,1,None,None,Chinchilla Persian,85861b90-493cff40-bb9f1e1d-d726d98,Chinchilla Persian,skissors,8/20/2025 2:12:46 am,816,Male,Mixed Breed,21606,false,true,81.4495973340739,26,Pockets,Singe,,48,15,89,28,16,23,73,50,22,36,16,26,53,33,88,32,93,22,16,29,53,44,14,25,0,38,86,24,39,15,38,27,82,39,1,0,100,49,0,8,40,34,50,44,Not spayed/neutered,None,Not pregnant
Snowball2,Female,red; yellow,turkey; milk; catnip,No food finickiness,01; 14,(6) \resource\catz\stripe\stripe14_black.bmp | \resource\catz\stripe\maine9_black.bmp | \resource\catz\stripe\stripe17_black.bmp | \resource\catz\stripe\stripe16_black.bmp | \resource\catz\stripe\stripe11_black.bmp | \resource\catz\stripe\stripe13_black.bmp,None,Chinchilla Persian,73d4cd57-ff9b5c45-80ab2569-c9bb153b,Chinchilla Persian,Elizabeth,10/2/2025 8:56:3 pm,653,Female,Mixed Breed,2134,false,true,50.4686035613871,14,Helvetica,Kauiru,UKC Reg Info // Dam: P250830144 // Sire: P250830640,90,19,43,35,49,15,86,30,24,17,4,41,85,6,15,18,84,13,48,43,49,44,11,27,46,39,0,19,45,20,64,31,0,1,1,0,100,31,0,32,39,45,50,37,Not spayed/neutered,None,Not pregnant
Snowball5,Female,red,turkey; milk; catnip,No food finickiness,1,None,None,Chinchilla Persian,44ba63-77905947-a07a54e5-fb815777,Chinchilla Persian,Elizabeth,10/2/2025 8:56:7 pm,653,Female,Mixed Breed,2134,false,true,50.4686035613871,14,Helvetica,Kauiru,UKC Reg Info // Dam: P250830144 // Sire: P250830640,65,18,89,20,11,35,72,30,14,17,50,38,7,24,9,20,84,18,10,19,43,26,55,32,93,35,0,19,42,19,84,29,0,22,1,0,100,16,0,48,40,36,50,23,Not spayed/neutered,None,Not pregnant
Snowball7,Male,red; green,milk; catnip,No food finickiness,1,None,None,Orange Shorthair,b856292f-de55154c-a36cb48d-6b295e23,Chinchilla Persian,Elizabeth,8/11/2024 3:38:8 am,681,Male,Mixed Breed,1232,false,true,71.9155844155844,11,Spreadsheet,Dandy Lion,,88,6,72,40,2,14,84,7,42,27,54,15,96,8,47,15,97,14,10,22,46,26,12,17,0,23,0,34,47,31,90,22,50,31,1,0,100,14,0,16,49,12,50,15,Not spayed/neutered,None,Not pregnant
Snowball74,Female,red,chicken,Only likes 1 flavor,1,None,None,Chinchilla Persian,deb9892-a9828f46-a018e97-fbca1a,Chinchilla Persian,Bunni @ Funfetti,8/6/2024 3:31:32 pm,778,Female,Mixed Breed,56384,false,true,98.5953461975029,43,Snowball28,Serafin,,10,37,44,41,10,19,65,16,9,19,96,5,86,23,54,17,93,27,5,39,31,34,0,47,0,26,0,26,93,9,72,21,0,25,1,0,100,27,0,25,47,27,50,42,Not spayed/neutered,None,Not pregnant
Snowpuff,Female,red; yellow,chicken; soft,No food finickiness,1,None,None,Chinchilla Persian,3bf1528c-24e59e42-9d542f96-54156ead,Chinchilla Persian,KingHarry,11/17/2024 7:5:56 pm,779,Female,Mixed Breed,516,false,true,65.6976744186047,10,Tipple,Jupiter,"RULES // - Feel free to change name and gender // - Feel free to change eyelids or brex in any way // - If shown, prefix is King/King's // - Don't put up for download/auction/sale // - If you no longer want the pet, feel free to MPA!",10,45,50,21,9,23,100,16,9,27,38,9,12,20,46,18,93,26,2,39,44,16,12,31,70,33,64,34,45,24,33,28,0,25,1,0,100,17,0,31,40,29,50,39,Not spayed/neutered,None,Not pregnant
Snuffy,Female,white; green,fish; turkey; milk; catnip,No food finickiness,1,None,None,Orange Shorthair,c322ff70-cbc3d49-a930bf7f-a4c6ddfc,Maine Coon,gyiyg,7/2/2021 9:0:10 pm,10,Female,Mixed Breed,130,false,false,0,10,Joy,Russel,,50,12,50,22,50,1,86,46,12,32,80,43,46,47,47,23,90,39,16,13,100,9,10,28,0,30,0,18,72,10,100,27,0,3,1,0,100,33,0,25,55,33,50,34,Not spayed/neutered,None,Not pregnant
